date,type,amount,category,description
2024-05-04 05:00:00,refund,288.14,healthcare,Transaction 2981
2024-05-04 06:00:00,purchase,172.45,entertainment,Transaction 2982
2024-05-04 07:00:00,purchase,29.24,groceries,Transaction 2983
2024-05-04 08:00:00,withdrawal,281.5,utilities,Transaction 2984
2024-05-04 09:00:00,purchase,422.29,utilities,Transaction 2985
2024-05-04 10:00:00,withdrawal,37.65,utilities,Transaction 2986
2024-05-04 11:00:00,refund,310.57,entertainment,Transaction 2987
2024-05-04 12:00:00,withdrawal,160.85,entertainment,Transaction 2988
2024-05-04 13:00:00,refund,54.28,entertainment,Transaction 2989
2024-05-04 14:00:00,purchase,26.35,transport,Transaction 2990
2024-05-04 15:00:00,purchase,46.69,utilities,Transaction 2991
2024-05-04 16:00:00,withdrawal,454.52,healthcare,Transaction 2992
2024-05-04 17:00:00,withdrawal,428.71,transport,Transaction 2993
2024-05-04 18:00:00,refund,121.43,healthcare,Transaction 2994
2024-05-04 19:00:00,purchase,410.56,groceries,Transaction 2995
2024-05-04 20:00:00,purchase,119.59,groceries,Transaction 2996
2024-05-04 21:00:00,refund,398.4,transport,Transaction 2997
2024-05-04 22:00:00,refund,56.2,entertainment,Transaction 2998
2024-05-04 23:00:00,purchase,245.22,groceries,Transaction 2999
2024-05-05 00:00:00,withdrawal,76.13,entertainment,Transaction 3000
2024-05-05 01:00:00,refund,358.98,utilities,Transaction 3001
2024-05-05 02:00:00,withdrawal,14.84,healthcare,Transaction 3002
2024-05-05 03:00:00,refund,429.47,entertainment,Transaction 3003
2024-05-05 04:00:00,withdrawal,278.06,healthcare,Transaction 3004
2024-05-05 05:00:00,purchase,432.69,utilities,Transaction 3005
2024-05-05 06:00:00,refund,198.75,utilities,Transaction 3006
2024-05-05 07:00:00,withdrawal,11.09,healthcare,Transaction 3007
2024-05-05 08:00:00,withdrawal,74.64,groceries,Transaction 3008
2024-05-05 09:00:00,withdrawal,262.4,transport,Transaction 3009
2024-05-05 10:00:00,purchase,495.39,utilities,Transaction 3010
2024-05-05 11:00:00,refund,99.97,entertainment,Transaction 3011
2024-05-05 12:00:00,purchase,47.47,entertainment,Transaction 3012
2024-05-05 13:00:00,withdrawal,355.39,entertainment,Transaction 3013
2024-05-05 14:00:00,purchase,393.82,groceries,Transaction 3014
2024-05-05 15:00:00,refund,140.48,healthcare,Transaction 3015
2024-05-05 16:00:00,withdrawal,82.95,entertainment,Transaction 3016
2024-05-05 17:00:00,refund,293.72,transport,Transaction 3017
2024-05-05 18:00:00,purchase,37.32,groceries,Transaction 3018
2024-05-05 19:00:00,withdrawal,71.74,healthcare,Transaction 3019
2024-05-05 20:00:00,refund,42.02,healthcare,Transaction 3020
2024-05-05 21:00:00,purchase,178.63,utilities,Transaction 3021
2024-05-05 22:00:00,refund,249.63,utilities,Transaction 3022
2024-05-05 23:00:00,purchase,416.72,utilities,Transaction 3023
2024-05-06 00:00:00,withdrawal,40.6,utilities,Transaction 3024
2024-05-06 01:00:00,refund,335.99,healthcare,Transaction 3025
2024-05-06 02:00:00,withdrawal,122.02,groceries,Transaction 3026
2024-05-06 03:00:00,refund,185.68,utilities,Transaction 3027
2024-05-06 04:00:00,refund,123.06,entertainment,Transaction 3028
2024-05-06 05:00:00,purchase,219.54,utilities,Transaction 3029
2024-05-06 06:00:00,purchase,300.19,utilities,Transaction 3030
2024-05-06 07:00:00,purchase,183.09,transport,Transaction 3031
2024-05-06 08:00:00,withdrawal,236.12,groceries,Transaction 3032
2024-05-06 09:00:00,purchase,166.68,transport,Transaction 3033
2024-05-06 10:00:00,refund,21.35,healthcare,Transaction 3034
2024-05-06 11:00:00,purchase,25.72,groceries,Transaction 3035
2024-05-06 12:00:00,refund,332.17,healthcare,Transaction 3036
2024-05-06 13:00:00,purchase,51.35,healthcare,Transaction 3037
2024-05-06 14:00:00,withdrawal,414.05,utilities,Transaction 3038
2024-05-06 15:00:00,purchase,470.61,entertainment,Transaction 3039
2024-05-06 16:00:00,purchase,178.18,entertainment,Transaction 3040
2024-05-06 17:00:00,purchase,383.88,healthcare,Transaction 3041
2024-05-06 18:00:00,withdrawal,390.03,transport,Transaction 3042
2024-05-06 19:00:00,refund,477.59,entertainment,Transaction 3043
2024-05-06 20:00:00,purchase,372.41,transport,Transaction 3044
2024-05-06 21:00:00,refund,323.73,transport,Transaction 3045
2024-05-06 22:00:00,purchase,32.26,groceries,Transaction 3046
2024-05-06 23:00:00,withdrawal,495.76,entertainment,Transaction 3047
2024-05-07 00:00:00,withdrawal,61.74,entertainment,Transaction 3048
2024-05-07 01:00:00,refund,44.75,groceries,Transaction 3049
2024-05-07 02:00:00,withdrawal,382.86,entertainment,Transaction 3050
2024-05-07 03:00:00,refund,91.76,groceries,Transaction 3051
2024-05-07 04:00:00,purchase,344.04,transport,Transaction 3052
2024-05-07 05:00:00,withdrawal,422.0,healthcare,Transaction 3053
2024-05-07 06:00:00,refund,241.08,transport,Transaction 3054
2024-05-07 07:00:00,refund,402.81,transport,Transaction 3055
2024-05-07 08:00:00,refund,44.77,transport,Transaction 3056
2024-05-07 09:00:00,refund,142.81,groceries,Transaction 3057
2024-05-07 10:00:00,withdrawal,330.73,utilities,Transaction 3058
2024-05-07 11:00:00,purchase,250.29,entertainment,Transaction 3059
2024-05-07 12:00:00,withdrawal,2.48,entertainment,Transaction 3060
2024-05-07 13:00:00,refund,102.97,groceries,Transaction 3061
2024-05-07 14:00:00,purchase,18.35,entertainment,Transaction 3062
2024-05-07 15:00:00,purchase,491.5,healthcare,Transaction 3063
2024-05-07 16:00:00,withdrawal,408.93,entertainment,Transaction 3064
2024-05-07 17:00:00,purchase,436.56,groceries,Transaction 3065
2024-05-07 18:00:00,withdrawal,118.45,healthcare,Transaction 3066
2024-05-07 19:00:00,withdrawal,34.14,utilities,Transaction 3067
2024-05-07 20:00:00,refund,394.98,healthcare,Transaction 3068
2024-05-07 21:00:00,withdrawal,61.89,entertainment,Transaction 3069
2024-05-07 22:00:00,refund,234.16,healthcare,Transaction 3070
2024-05-07 23:00:00,refund,404.63,transport,Transaction 3071
2024-05-08 00:00:00,purchase,272.87,groceries,Transaction 3072
2024-05-08 01:00:00,refund,42.3,transport,Transaction 3073
2024-05-08 02:00:00,withdrawal,319.56,entertainment,Transaction 3074
2024-05-08 03:00:00,withdrawal,33.67,entertainment,Transaction 3075
2024-05-08 04:00:00,withdrawal,370.39,healthcare,Transaction 3076
2024-05-08 05:00:00,refund,164.78,groceries,Transaction 3077
2024-05-08 06:00:00,purchase,113.5,utilities,Transaction 3078
2024-05-08 07:00:00,purchase,397.23,healthcare,Transaction 3079
2024-05-08 08:00:00,purchase,409.4,entertainment,Transaction 3080
2024-05-08 09:00:00,purchase,210.95,transport,Transaction 3081
2024-05-08 10:00:00,refund,469.11,groceries,Transaction 3082
2024-05-08 11:00:00,purchase,434.19,utilities,Transaction 3083
2024-05-08 12:00:00,refund,221.39,groceries,Transaction 3084
2024-05-08 13:00:00,purchase,312.35,utilities,Transaction 3085
2024-05-08 14:00:00,purchase,463.04,entertainment,Transaction 3086
2024-05-08 15:00:00,withdrawal,29.45,transport,Transaction 3087
2024-05-08 16:00:00,purchase,437.37,healthcare,Transaction 3088
2024-05-08 17:00:00,refund,255.37,healthcare,Transaction 3089
2024-05-08 18:00:00,withdrawal,36.19,entertainment,Transaction 3090
2024-05-08 19:00:00,refund,254.74,groceries,Transaction 3091
2024-05-08 20:00:00,purchase,404.77,utilities,Transaction 3092
2024-05-08 21:00:00,refund,314.84,healthcare,Transaction 3093
2024-05-08 22:00:00,withdrawal,325.17,utilities,Transaction 3094
2024-05-08 23:00:00,purchase,458.04,entertainment,Transaction 3095
2024-05-09 00:00:00,refund,8.65,groceries,Transaction 3096
2024-05-09 01:00:00,withdrawal,473.05,healthcare,Transaction 3097
2024-05-09 02:00:00,purchase,360.23,utilities,Transaction 3098
2024-05-09 03:00:00,withdrawal,31.54,groceries,Transaction 3099
2024-05-09 04:00:00,purchase,367.24,healthcare,Transaction 3100
2024-05-09 05:00:00,withdrawal,261.53,utilities,Transaction 3101
2024-05-09 06:00:00,refund,185.67,utilities,Transaction 3102
2024-05-09 07:00:00,purchase,27.38,entertainment,Transaction 3103
2024-05-09 08:00:00,withdrawal,307.74,entertainment,Transaction 3104
2024-05-09 09:00:00,withdrawal,194.38,transport,Transaction 3105
2024-05-09 10:00:00,withdrawal,275.3,healthcare,Transaction 3106
2024-05-09 11:00:00,refund,203.99,entertainment,Transaction 3107
2024-05-09 12:00:00,refund,205.59,groceries,Transaction 3108
2024-05-09 13:00:00,purchase,319.41,groceries,Transaction 3109
2024-05-09 14:00:00,withdrawal,178.67,healthcare,Transaction 3110
2024-05-09 15:00:00,withdrawal,87.27,transport,Transaction 3111
2024-05-09 16:00:00,withdrawal,370.2,groceries,Transaction 3112
2024-05-09 17:00:00,refund,166.95,utilities,Transaction 3113
2024-05-09 18:00:00,refund,348.44,utilities,Transaction 3114
2024-05-09 19:00:00,withdrawal,284.52,transport,Transaction 3115
2024-05-09 20:00:00,purchase,234.52,groceries,Transaction 3116
2024-05-09 21:00:00,withdrawal,411.25,transport,Transaction 3117
2024-05-09 22:00:00,withdrawal,308.17,entertainment,Transaction 3118
2024-05-09 23:00:00,withdrawal,492.83,groceries,Transaction 3119
2024-05-10 00:00:00,withdrawal,102.22,entertainment,Transaction 3120
2024-05-10 01:00:00,purchase,214.6,healthcare,Transaction 3121
2024-05-10 02:00:00,refund,54.04,entertainment,Transaction 3122
2024-05-10 03:00:00,purchase,194.25,utilities,Transaction 3123
2024-05-10 04:00:00,withdrawal,252.22,healthcare,Transaction 3124
2024-05-10 05:00:00,withdrawal,126.65,healthcare,Transaction 3125
2024-05-10 06:00:00,withdrawal,479.45,groceries,Transaction 3126
2024-05-10 07:00:00,withdrawal,140.92,transport,Transaction 3127
2024-05-10 08:00:00,refund,213.51,healthcare,Transaction 3128
2024-05-10 09:00:00,withdrawal,244.56,groceries,Transaction 3129
2024-05-10 10:00:00,refund,196.54,healthcare,Transaction 3130
2024-05-10 11:00:00,withdrawal,437.73,utilities,Transaction 3131
2024-05-10 12:00:00,refund,444.0,entertainment,Transaction 3132
2024-05-10 13:00:00,purchase,187.89,healthcare,Transaction 3133
2024-05-10 14:00:00,withdrawal,37.43,healthcare,Transaction 3134
2024-05-10 15:00:00,withdrawal,409.04,entertainment,Transaction 3135
2024-05-10 16:00:00,withdrawal,364.45,entertainment,Transaction 3136
2024-05-10 17:00:00,withdrawal,340.28,entertainment,Transaction 3137
2024-05-10 18:00:00,purchase,303.85,transport,Transaction 3138
2024-05-10 19:00:00,withdrawal,273.12,entertainment,Transaction 3139
2024-05-10 20:00:00,refund,112.79,transport,Transaction 3140
2024-05-10 21:00:00,purchase,36.4,transport,Transaction 3141
2024-05-10 22:00:00,purchase,151.05,transport,Transaction 3142
2024-05-10 23:00:00,purchase,385.76,groceries,Transaction 3143
2024-05-11 00:00:00,purchase,470.66,transport,Transaction 3144
2024-05-11 01:00:00,purchase,222.29,entertainment,Transaction 3145
2024-05-11 02:00:00,refund,324.25,utilities,Transaction 3146
2024-05-11 03:00:00,withdrawal,349.74,groceries,Transaction 3147
2024-05-11 04:00:00,purchase,414.94,groceries,Transaction 3148
2024-05-11 05:00:00,refund,348.92,entertainment,Transaction 3149
2024-05-11 06:00:00,refund,87.78,utilities,Transaction 3150
2024-05-11 07:00:00,purchase,398.43,groceries,Transaction 3151
2024-05-11 08:00:00,withdrawal,49.59,transport,Transaction 3152
2024-05-11 09:00:00,withdrawal,159.02,groceries,Transaction 3153
2024-05-11 10:00:00,purchase,484.58,utilities,Transaction 3154
2024-05-11 11:00:00,withdrawal,99.19,entertainment,Transaction 3155
2024-05-11 12:00:00,purchase,330.75,groceries,Transaction 3156
2024-05-11 13:00:00,refund,461.06,entertainment,Transaction 3157
2024-05-11 14:00:00,refund,308.66,transport,Transaction 3158
2024-05-11 15:00:00,withdrawal,50.5,groceries,Transaction 3159
2024-05-11 16:00:00,refund,362.51,healthcare,Transaction 3160
2024-05-11 17:00:00,refund,63.17,entertainment,Transaction 3161
2024-05-11 18:00:00,purchase,446.03,utilities,Transaction 3162
2024-05-11 19:00:00,withdrawal,463.8,groceries,Transaction 3163
2024-05-11 20:00:00,purchase,61.77,entertainment,Transaction 3164
2024-05-11 21:00:00,refund,313.48,entertainment,Transaction 3165
2024-05-11 22:00:00,refund,196.3,utilities,Transaction 3166
2024-05-11 23:00:00,withdrawal,257.26,entertainment,Transaction 3167
2024-05-12 00:00:00,refund,346.51,entertainment,Transaction 3168
2024-05-12 01:00:00,refund,154.92,utilities,Transaction 3169
2024-05-12 02:00:00,refund,155.83,transport,Transaction 3170
2024-05-12 03:00:00,purchase,17.39,entertainment,Transaction 3171
2024-05-12 04:00:00,withdrawal,147.49,groceries,Transaction 3172
2024-05-12 05:00:00,refund,277.47,utilities,Transaction 3173
2024-05-12 06:00:00,refund,155.06,utilities,Transaction 3174
2024-05-12 07:00:00,purchase,213.55,healthcare,Transaction 3175
2024-05-12 08:00:00,refund,439.9,groceries,Transaction 3176
2024-05-12 09:00:00,withdrawal,453.87,utilities,Transaction 3177
2024-05-12 10:00:00,refund,368.38,groceries,Transaction 3178
2024-05-12 11:00:00,purchase,156.82,entertainment,Transaction 3179
2024-05-12 12:00:00,purchase,321.62,groceries,Transaction 3180
2024-05-12 13:00:00,withdrawal,281.7,transport,Transaction 3181
2024-05-12 14:00:00,withdrawal,396.09,entertainment,Transaction 3182
2024-05-12 15:00:00,purchase,74.39,entertainment,Transaction 3183
2024-05-12 16:00:00,withdrawal,479.13,transport,Transaction 3184
2024-05-12 17:00:00,refund,361.21,utilities,Transaction 3185
2024-05-12 18:00:00,purchase,233.42,transport,Transaction 3186
2024-05-12 19:00:00,withdrawal,407.19,transport,Transaction 3187
2024-05-12 20:00:00,refund,181.83,entertainment,Transaction 3188
2024-05-12 21:00:00,purchase,157.57,groceries,Transaction 3189
2024-05-12 22:00:00,withdrawal,344.95,healthcare,Transaction 3190
2024-05-12 23:00:00,purchase,91.1,groceries,Transaction 3191
2024-05-13 00:00:00,withdrawal,57.72,entertainment,Transaction 3192
2024-05-13 01:00:00,withdrawal,206.1,entertainment,Transaction 3193
2024-05-13 02:00:00,purchase,444.71,entertainment,Transaction 3194
2024-05-13 03:00:00,withdrawal,74.9,groceries,Transaction 3195
2024-05-13 04:00:00,refund,49.53,entertainment,Transaction 3196
2024-05-13 05:00:00,withdrawal,12.32,entertainment,Transaction 3197
2024-05-13 06:00:00,purchase,422.02,utilities,Transaction 3198
2024-05-13 07:00:00,refund,242.19,healthcare,Transaction 3199
2024-05-13 08:00:00,purchase,43.55,entertainment,Transaction 3200
2024-05-13 09:00:00,purchase,499.22,transport,Transaction 3201
2024-05-13 10:00:00,withdrawal,165.78,utilities,Transaction 3202
2024-05-13 11:00:00,refund,127.51,groceries,Transaction 3203
2024-05-13 12:00:00,purchase,446.89,transport,Transaction 3204
2024-05-13 13:00:00,withdrawal,453.37,transport,Transaction 3205
2024-05-13 14:00:00,purchase,75.19,healthcare,Transaction 3206
2024-05-13 15:00:00,refund,205.36,healthcare,Transaction 3207
2024-05-13 16:00:00,refund,395.54,transport,Transaction 3208
2024-05-13 17:00:00,refund,410.39,groceries,Transaction 3209
2024-05-13 18:00:00,refund,151.84,entertainment,Transaction 3210
2024-05-13 19:00:00,withdrawal,116.11,healthcare,Transaction 3211
2024-05-13 20:00:00,refund,359.56,groceries,Transaction 3212
2024-05-13 21:00:00,withdrawal,26.53,groceries,Transaction 3213
2024-05-13 22:00:00,withdrawal,83.87,utilities,Transaction 3214
2024-05-13 23:00:00,refund,251.62,transport,Transaction 3215
2024-05-14 00:00:00,purchase,39.83,groceries,Transaction 3216
2024-05-14 01:00:00,withdrawal,345.39,groceries,Transaction 3217
2024-05-14 02:00:00,withdrawal,195.66,entertainment,Transaction 3218
2024-05-14 03:00:00,purchase,304.95,healthcare,Transaction 3219
2024-05-14 04:00:00,withdrawal,60.8,entertainment,Transaction 3220
2024-05-14 05:00:00,withdrawal,22.56,healthcare,Transaction 3221
2024-05-14 06:00:00,withdrawal,159.97,groceries,Transaction 3222
2024-05-14 07:00:00,purchase,211.4,groceries,Transaction 3223
2024-05-14 08:00:00,purchase,77.22,entertainment,Transaction 3224
2024-05-14 09:00:00,refund,297.19,groceries,Transaction 3225
2024-05-14 10:00:00,refund,401.87,utilities,Transaction 3226
2024-05-14 11:00:00,withdrawal,102.66,utilities,Transaction 3227
2024-05-14 12:00:00,refund,280.13,entertainment,Transaction 3228
2024-05-14 13:00:00,withdrawal,326.73,utilities,Transaction 3229
2024-05-14 14:00:00,refund,415.99,transport,Transaction 3230
2024-05-14 15:00:00,withdrawal,45.24,entertainment,Transaction 3231
2024-05-14 16:00:00,refund,21.91,entertainment,Transaction 3232
2024-05-14 17:00:00,withdrawal,203.83,groceries,Transaction 3233
2024-05-14 18:00:00,purchase,59.77,utilities,Transaction 3234
2024-05-14 19:00:00,refund,395.29,groceries,Transaction 3235
2024-05-14 20:00:00,withdrawal,471.51,transport,Transaction 3236
2024-05-14 21:00:00,purchase,477.04,healthcare,Transaction 3237
2024-05-14 22:00:00,refund,283.86,healthcare,Transaction 3238
2024-05-14 23:00:00,withdrawal,90.19,entertainment,Transaction 3239
2024-05-15 00:00:00,refund,251.81,transport,Transaction 3240
2024-05-15 01:00:00,purchase,237.72,healthcare,Transaction 3241
2024-05-15 02:00:00,purchase,23.73,transport,Transaction 3242
2024-05-15 03:00:00,purchase,160.54,utilities,Transaction 3243
2024-05-15 04:00:00,refund,362.27,transport,Transaction 3244
2024-05-15 05:00:00,purchase,300.33,utilities,Transaction 3245
2024-05-15 06:00:00,withdrawal,80.28,groceries,Transaction 3246
2024-05-15 07:00:00,purchase,195.98,healthcare,Transaction 3247
2024-05-15 08:00:00,purchase,401.56,transport,Transaction 3248
2024-05-15 09:00:00,purchase,260.68,utilities,Transaction 3249
2024-05-15 10:00:00,withdrawal,152.48,entertainment,Transaction 3250
2024-05-15 11:00:00,withdrawal,356.94,transport,Transaction 3251
2024-05-15 12:00:00,withdrawal,278.92,groceries,Transaction 3252
2024-05-15 13:00:00,purchase,195.68,groceries,Transaction 3253
2024-05-15 14:00:00,purchase,402.67,transport,Transaction 3254
2024-05-15 15:00:00,purchase,70.86,entertainment,Transaction 3255
2024-05-15 16:00:00,purchase,124.13,healthcare,Transaction 3256
2024-05-15 17:00:00,refund,139.68,transport,Transaction 3257
2024-05-15 18:00:00,refund,496.75,utilities,Transaction 3258
2024-05-15 19:00:00,refund,119.51,utilities,Transaction 3259
2024-05-15 20:00:00,refund,53.71,healthcare,Transaction 3260
2024-05-15 21:00:00,withdrawal,110.65,groceries,Transaction 3261
2024-05-15 22:00:00,withdrawal,181.88,healthcare,Transaction 3262
2024-05-15 23:00:00,purchase,166.98,transport,Transaction 3263
2024-05-16 00:00:00,withdrawal,387.88,utilities,Transaction 3264
2024-05-16 01:00:00,purchase,440.1,groceries,Transaction 3265
2024-05-16 02:00:00,withdrawal,201.77,healthcare,Transaction 3266
2024-05-16 03:00:00,withdrawal,266.98,utilities,Transaction 3267
2024-05-16 04:00:00,refund,214.41,groceries,Transaction 3268
2024-05-16 05:00:00,purchase,138.47,groceries,Transaction 3269
2024-05-16 06:00:00,refund,412.78,groceries,Transaction 3270
2024-05-16 07:00:00,refund,97.01,utilities,Transaction 3271
2024-05-16 08:00:00,refund,86.34,transport,Transaction 3272
2024-05-16 09:00:00,refund,76.89,utilities,Transaction 3273
2024-05-16 10:00:00,purchase,387.18,healthcare,Transaction 3274
2024-05-16 11:00:00,purchase,205.86,transport,Transaction 3275
2024-05-16 12:00:00,refund,24.05,utilities,Transaction 3276
2024-05-16 13:00:00,refund,324.36,healthcare,Transaction 3277
2024-05-16 14:00:00,purchase,273.17,healthcare,Transaction 3278
2024-05-16 15:00:00,refund,177.11,entertainment,Transaction 3279
2024-05-16 16:00:00,purchase,471.48,entertainment,Transaction 3280
2024-05-16 17:00:00,refund,261.08,groceries,Transaction 3281
2024-05-16 18:00:00,refund,222.06,entertainment,Transaction 3282
2024-05-16 19:00:00,refund,189.19,transport,Transaction 3283
2024-05-16 20:00:00,purchase,222.2,transport,Transaction 3284
2024-05-16 21:00:00,withdrawal,298.13,healthcare,Transaction 3285
2024-05-16 22:00:00,refund,303.92,healthcare,Transaction 3286
2024-05-16 23:00:00,refund,12.07,groceries,Transaction 3287
2024-05-17 00:00:00,refund,321.99,entertainment,Transaction 3288
2024-05-17 01:00:00,withdrawal,46.21,transport,Transaction 3289
2024-05-17 02:00:00,purchase,115.15,transport,Transaction 3290
2024-05-17 03:00:00,purchase,448.53,entertainment,Transaction 3291
2024-05-17 04:00:00,refund,295.94,utilities,Transaction 3292
2024-05-17 05:00:00,withdrawal,496.66,healthcare,Transaction 3293
2024-05-17 06:00:00,refund,17.37,healthcare,Transaction 3294
2024-05-17 07:00:00,purchase,357.64,healthcare,Transaction 3295
2024-05-17 08:00:00,refund,157.97,entertainment,Transaction 3296
2024-05-17 09:00:00,purchase,12.74,groceries,Transaction 3297
2024-05-17 10:00:00,withdrawal,416.8,entertainment,Transaction 3298
2024-05-17 11:00:00,refund,222.74,transport,Transaction 3299
2024-05-17 12:00:00,purchase,23.83,entertainment,Transaction 3300
2024-05-17 13:00:00,purchase,281.18,transport,Transaction 3301
2024-05-17 14:00:00,refund,279.73,utilities,Transaction 3302
2024-05-17 15:00:00,refund,11.55,transport,Transaction 3303
2024-05-17 16:00:00,withdrawal,356.4,healthcare,Transaction 3304
2024-05-17 17:00:00,refund,124.16,utilities,Transaction 3305
2024-05-17 18:00:00,purchase,351.11,groceries,Transaction 3306
2024-05-17 19:00:00,purchase,297.69,transport,Transaction 3307
2024-05-17 20:00:00,refund,385.92,transport,Transaction 3308
2024-05-17 21:00:00,purchase,33.28,entertainment,Transaction 3309
2024-05-17 22:00:00,purchase,272.54,groceries,Transaction 3310
2024-05-17 23:00:00,refund,138.64,utilities,Transaction 3311
2024-05-18 00:00:00,refund,156.83,transport,Transaction 3312
2024-05-18 01:00:00,purchase,52.22,groceries,Transaction 3313
2024-05-18 02:00:00,refund,35.08,entertainment,Transaction 3314
2024-05-18 03:00:00,refund,408.27,utilities,Transaction 3315
2024-05-18 04:00:00,withdrawal,387.0,entertainment,Transaction 3316
2024-05-18 05:00:00,purchase,17.37,groceries,Transaction 3317
2024-05-18 06:00:00,refund,36.22,utilities,Transaction 3318
2024-05-18 07:00:00,withdrawal,403.41,healthcare,Transaction 3319
2024-05-18 08:00:00,refund,360.36,healthcare,Transaction 3320
2024-05-18 09:00:00,refund,368.66,healthcare,Transaction 3321
2024-05-18 10:00:00,refund,464.21,entertainment,Transaction 3322
2024-05-18 11:00:00,refund,217.41,transport,Transaction 3323
2024-05-18 12:00:00,withdrawal,171.56,healthcare,Transaction 3324
2024-05-18 13:00:00,withdrawal,123.1,transport,Transaction 3325
2024-05-18 14:00:00,purchase,172.6,transport,Transaction 3326
2024-05-18 15:00:00,purchase,424.55,healthcare,Transaction 3327
2024-05-18 16:00:00,purchase,41.31,entertainment,Transaction 3328
2024-05-18 17:00:00,withdrawal,172.46,transport,Transaction 3329
2024-05-18 18:00:00,refund,303.03,groceries,Transaction 3330
2024-05-18 19:00:00,refund,280.35,healthcare,Transaction 3331
2024-05-18 20:00:00,purchase,474.73,healthcare,Transaction 3332
2024-05-18 21:00:00,refund,48.75,groceries,Transaction 3333
2024-05-18 22:00:00,withdrawal,206.98,utilities,Transaction 3334
2024-05-18 23:00:00,purchase,297.02,groceries,Transaction 3335
2024-05-19 00:00:00,purchase,118.45,groceries,Transaction 3336
2024-05-19 01:00:00,refund,211.58,transport,Transaction 3337
2024-05-19 02:00:00,withdrawal,336.99,groceries,Transaction 3338
2024-05-19 03:00:00,purchase,204.01,healthcare,Transaction 3339
2024-05-19 04:00:00,purchase,292.36,utilities,Transaction 3340
2024-05-19 05:00:00,withdrawal,26.0,entertainment,Transaction 3341
2024-05-19 06:00:00,purchase,423.25,groceries,Transaction 3342
2024-05-19 07:00:00,withdrawal,76.31,transport,Transaction 3343
2024-05-19 08:00:00,withdrawal,443.06,groceries,Transaction 3344
2024-05-19 09:00:00,purchase,360.25,entertainment,Transaction 3345
2024-05-19 10:00:00,withdrawal,480.69,transport,Transaction 3346
2024-05-19 11:00:00,refund,158.12,transport,Transaction 3347
2024-05-19 12:00:00,purchase,334.16,utilities,Transaction 3348
2024-05-19 13:00:00,purchase,218.29,utilities,Transaction 3349
2024-05-19 14:00:00,purchase,141.94,entertainment,Transaction 3350
2024-05-19 15:00:00,refund,69.27,groceries,Transaction 3351
2024-05-19 16:00:00,withdrawal,105.6,healthcare,Transaction 3352
2024-05-19 17:00:00,purchase,313.73,healthcare,Transaction 3353
2024-05-19 18:00:00,withdrawal,497.76,groceries,Transaction 3354
2024-05-19 19:00:00,refund,202.99,healthcare,Transaction 3355
2024-05-19 20:00:00,purchase,291.67,entertainment,Transaction 3356
2024-05-19 21:00:00,refund,54.68,groceries,Transaction 3357
2024-05-19 22:00:00,purchase,103.74,utilities,Transaction 3358
2024-05-19 23:00:00,withdrawal,106.3,transport,Transaction 3359
2024-05-20 00:00:00,purchase,490.64,entertainment,Transaction 3360
2024-05-20 01:00:00,purchase,157.25,groceries,Transaction 3361
2024-05-20 02:00:00,purchase,392.7,transport,Transaction 3362
2024-05-20 03:00:00,withdrawal,416.09,entertainment,Transaction 3363
2024-05-20 04:00:00,refund,446.95,transport,Transaction 3364
2024-05-20 05:00:00,withdrawal,226.16,groceries,Transaction 3365
2024-05-20 06:00:00,purchase,462.38,utilities,Transaction 3366
2024-05-20 07:00:00,refund,216.76,healthcare,Transaction 3367
2024-05-20 08:00:00,refund,384.64,transport,Transaction 3368
2024-05-20 09:00:00,refund,61.02,healthcare,Transaction 3369
2024-05-20 10:00:00,purchase,186.19,utilities,Transaction 3370
2024-05-20 11:00:00,withdrawal,307.82,healthcare,Transaction 3371
2024-05-20 12:00:00,purchase,441.05,healthcare,Transaction 3372
2024-05-20 13:00:00,withdrawal,240.83,utilities,Transaction 3373
2024-05-20 14:00:00,refund,2.23,entertainment,Transaction 3374
2024-05-20 15:00:00,refund,137.41,groceries,Transaction 3375
2024-05-20 16:00:00,refund,332.22,groceries,Transaction 3376
2024-05-20 17:00:00,refund,80.39,transport,Transaction 3377
2024-05-20 18:00:00,withdrawal,176.1,transport,Transaction 3378
2024-05-20 19:00:00,purchase,42.23,groceries,Transaction 3379
2024-05-20 20:00:00,withdrawal,261.35,healthcare,Transaction 3380
2024-05-20 21:00:00,purchase,106.06,transport,Transaction 3381
2024-05-20 22:00:00,withdrawal,330.69,healthcare,Transaction 3382
2024-05-20 23:00:00,withdrawal,305.8,healthcare,Transaction 3383
2024-05-21 00:00:00,withdrawal,342.18,transport,Transaction 3384
2024-05-21 01:00:00,withdrawal,62.15,entertainment,Transaction 3385
2024-05-21 02:00:00,refund,107.45,entertainment,Transaction 3386
2024-05-21 03:00:00,refund,350.42,entertainment,Transaction 3387
2024-05-21 04:00:00,refund,448.24,entertainment,Transaction 3388
2024-05-21 05:00:00,purchase,197.28,transport,Transaction 3389
2024-05-21 06:00:00,purchase,491.98,transport,Transaction 3390
2024-05-21 07:00:00,withdrawal,308.46,healthcare,Transaction 3391
2024-05-21 08:00:00,purchase,249.21,entertainment,Transaction 3392
2024-05-21 09:00:00,refund,224.93,groceries,Transaction 3393
2024-05-21 10:00:00,refund,220.79,healthcare,Transaction 3394
2024-05-21 11:00:00,refund,459.98,entertainment,Transaction 3395
2024-05-21 12:00:00,purchase,274.93,groceries,Transaction 3396
2024-05-21 13:00:00,refund,403.97,healthcare,Transaction 3397
